0.0001 10
0.0500983 10.5068
0.100097 10.9881
0.150095 11.3821
0.200093 11.6391
0.250092 11.7458
0.30009 11.7286
0.350088 11.6341
0.400087 11.5099
0.450085 11.3936
0.500083 11.3116
0.500083 11.3116
0.550082 11.2781
0.60008 11.2954
0.650078 11.3522
0.700077 11.4253
0.750075 11.4872
0.800073 11.5182
0.850072 11.5132
0.90007 11.479
0.950068 11.4292
1.00007 11.3783
1.00007 11.3783
1.05007 11.3393
1.10006 11.3215
1.15006 11.329
1.20006 11.3582
1.25006 11.3982
1.30006 11.434
1.35006 11.4533
1.40005 11.4516
1.45005 11.4317
1.50005 11.401
1.50005 11.401
1.55005 11.3683
1.60005 11.3421
1.65004 11.3292
1.70004 11.3329
1.75004 11.3518
1.80004 11.3791
1.85004 11.4046
1.90004 11.4194
1.95004 11.4194
2.00003 11.406
2.00003 11.406
2.05003 11.3842
2.10003 11.3601
2.15003 11.3401
2.20003 11.3294
2.25002 11.3309
2.30002 11.3443
2.35002 11.3648
2.40002 11.3849
2.45002 11.3973
2.50002 11.3984
2.50002 11.3984
2.55002 11.3889
2.60001 11.3722
2.65001 11.3532
2.70001 11.3368
2.75001 11.3273
2.80001 11.3275
2.85001 11.3374
2.9 11.3536
2.95 11.3701
3 11.3811
